Object,ObjectType
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_JL,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_Mix,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_PBI,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_ROC,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_Salz,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Locatie_leerjaar,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_MBO_Methode_2017,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_MBO_Methode_2017_engels,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_2022,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_Doelgroep_LMC,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_Doelgroep_LRNLine,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_LearnBeat,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_LL_MBO,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_LL_MBO_oud,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_PO,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_Methode_ROC,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_PO_Engels_2020,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_PO_REK_2020,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_PO_TaaSpe,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_PO_TaaSpe_2020,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_PO_TaaSpe_2021_b,VIEW
BI_PRD_DWH.dbo.View_FctBoekenLijst2020,VIEW
BI_PRD_DWH.dbo.View_FctBoekingJaar,VIEW
BI_PRD_DWH.dbo.View_FctBoekingMnd,VIEW
BI_PRD_DWH.dbo.View_FctBoekingYtd_reporting_som,VIEW
BI_PRD_DWH.dbo.View_FctFactuurdetails,VIEW
BI_PRD_DWH.dbo.View_FctLeadsBijVK,VIEW
BI_PRD_DWH.dbo.View_FctLeadsPerweek,VIEW
BI_PRD_DWH.dbo.View_FctLicenties_Licenties_per_artikel,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijs_dm,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijs_LL,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijs_PO,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijs_Relatief,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijsBoekenlijstBO,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijsLeerBehoefte,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijsLeerjaarLeerbehoefteMethode_TSH_Upload,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijsLeerjaarLeerbehoefteMethode_Upload_PO,VIEW
BI_PRD_DWH.dbo.View_FctOnderwijsLeerjaarLeerbehoefteMethode_Upload_VO,VIEW
BI_PRD_DWH.rls.View_FctOrder_ART_LB_Bestuur,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Bestuur,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Bestuur_DLK,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Bestuur_RLS,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_2020,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_2021Klanten,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_AFKOOP_PO,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_Digitaal2019,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_Funnel,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_NT2,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_NT2_CODEIJSB,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon_NT2_Zebra,VIEW
BI_PRD_DWH.dbo.View_FctOrder_BestellendePersonen,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Bex_LB_Locatie_persoon,VIEW
BI_PRD_DWH.dbo.View_FctOrder_BEX_LB_MBW,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Bex_LB_reporting,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Bex_LB_reporting_aanvraagwk,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Bex_Personen,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Carmel,VIEW
BI_PRD_DWH.dbo.View_FctOrder_DirecteLevering,VIEW
BI_PRD_DWH.dbo.View_FctOrder_FunnelStatus_Bex_LB,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Logistiek,VIEW
BI_PRD_DWH.dbo.View_FctOrder_MBO_Lead_Engels,VIEW
BI_PRD_DWH.dbo.View_FctOrder_PO_Lead,VIEW
BI_PRD_DWH.dbo.View_FctOrder_Taalverhaal,VIEW
BI_PRD_DWH.dbo.View_FctOrder_tbvLevertijd,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ZZ_na_20160101,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ZZ_na_20180801,VIEW
BI_PRD_DWH.dbo.View_FctProjectAnalyse_reporting_cumulatief,VIEW
BI_PRD_DWH.dbo.View_FctProjectLogistiekPrognose,VIEW
BI_PRD_DWH.dbo.View_FctProjectLogistiekWerkelijk,VIEW
BI_PRD_DWH.dbo.View_FctProjectReport,VIEW
BI_PRD_DWH.dbo.View_FctProjectReport_PBI,VIEW
BI_PRD_DWH.dbo.View_FctProjectReportCumulatief,VIEW
BI_PRD_DWH.dbo.View_FctSchoolLeerbehoefteNT2,VIEW
BI_PRD_DWH.dbo.View_FctTakenBijVK,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_analyse,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_NU_lead,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_reporting_account,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_reporting_BO_aanpassing,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_reporting_bup20180322,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_Reporting_fase_VK_NU_VS_VR,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_reporting_som_groei_yago,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_Reporting_som_type,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_reporting_wk30_account,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2016_2017_WK30,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_201627,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2017_2018_WK30,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2017_2018_WK30_tbv_Historie,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_2017_2018_WK38,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_alle,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_BackwardPlanning_BO,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_BackwardPlanning_BO_2019,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_BackwardPlanning_BO_2019_incl,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_LastWK,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkans_Learnbeat,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkansActiviteitLaatst,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopkansNuvsYago,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopKansSimpel,VIEW
BI_PRD_DWH.dbo.View_FctVerkoopKansSimpelPO,VIEW
BI_PRD_DWH.dbo.View_FctVKWK,VIEW
BI_PRD_DWH.dbo.View_FctVoucher,VIEW
BI_PRD_DWH.dbo.View_FctVoucher_NT2,VIEW
BI_PRD_DWH.dbo.View_Finance_LangeTermijn,VIEW
BI_PRD_DWH.dbo.View_Finance_MaandRapportage,VIEW
BI_PRD_DWH.dbo.View_Finance_UltraKorteTermijn,VIEW
BI_PRD_DWH.dbo.View_FinanceTest,VIEW
BI_PRD_DWH.dbo.View_Gebruik_BKL_nu,VIEW
BI_PRD_DWH.dbo.View_Gebruik_Methode_PO,VIEW
BI_PRD_DWH.dbo.View_Gebruik_PO,VIEW
BI_PRD_DWH.dbo.View_Gebruik_PO_historie2020,VIEW
BI_PRD_DWH.dbo.View_Gebruik_PO_historie2021,VIEW
BI_PRD_DWH.dbo.View_gebruiksaandelenVO_SMI_Sandbox_TM,VIEW
BI_PRD_DWH.dbo.View_HistorischPatroon,VIEW
BI_PRD_DWH.dbo.View_InhoudDB_Overzicht,VIEW
BI_PRD_DWH.dbo.View_invoeringen,VIEW
BI_PRD_DWH.dbo.View_laatste_actie_Verkoopkans,VIEW
BI_PRD_DWH.dbo.View_LB2,VIEW
BI_PRD_DWH.dbo.View_LeadsCumulatief,VIEW
BI_PRD_DWH.dbo.View_Leerbehoefte_OWT_LJ_VO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteLocatiePotentieel,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteLocatiePotentieelBO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteLocatiePotentieelBO_2,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteLocatiePotentieelPO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteLocatiePotentieelVO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteOnderwijsBO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteOnderwijsPO,VIEW
BI_PRD_DWH.dbo.View_LeerbehoefteOnderwijsVO,VIEW
BI_PRD_DWH.dbo.View_LeerlingenOnderwijs,VIEW
BI_PRD_DWH.dbo.View_LeerlingenOnderwijsVerloop,VIEW
BI_PRD_DWH.dbo.View_Licenties_AT2,VIEW
BI_PRD_DWH.dbo.View_licenties_DWH,VIEW
BI_PRD_DWH.dbo.View_licenties_DWH_Geo,VIEW
BI_PRD_DWH.dbo.View_Licenties_PBI,VIEW
BI_PRD_DWH.dbo.View_Licenties_PBI_PO_groep,VIEW
BI_PRD_DWH.dbo.View_Licenties_PBI_TIE,VIEW
BI_PRD_DWH.dbo.View_Licenties_PBI_TVNU,VIEW
BI_PRD_DWH.dbo.View_Licenties_reference_UID_school,VIEW
BI_PRD_DWH.dbo.View_Licenties_TVNU,VIEW
BI_PRD_DWH.dbo.View_LicentiesActueel_PBI_PO_groep,VIEW
BI_PRD_DWH.dbo.View_LicentiesActueel_PBI_PO_Locatie,VIEW
BI_PRD_DWH.dbo.View_LL_perAccount,VIEW
BI_PRD_DWH.dbo.View_Locatie_TPC_Duo_TM,VIEW
BI_PRD_DWH.dbo.View_Matrix_BKL,VIEW
BI_PRD_DWH.dbo.View_MatrixCheckVK,VIEW
BI_PRD_DWH.dbo.View_MBO_algemeneVakken,VIEW
BI_PRD_DWH.dbo.View_MBO_algemeneVakken_Docenten,VIEW
BI_PRD_DWH.dbo.View_Meldingen_EOB_Door,VIEW
BI_PRD_DWH.dbo.View_MethodeGebruik,VIEW
BI_PRD_DWH.dbo.View_MissendeBoekenlijsten,VIEW
BI_PRD_DWH.dbo.View_NPS_Score,VIEW
BI_PRD_DWH.dbo.View_Oder_tbvLevertijd,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikel,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikel_check,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikel_LangeTermijn,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelDigitaal,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelDigitaalPerKlant,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelDigitaalPerKlant2019,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelDigitaalPerKlant2020,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelPerKlant_LangeTermijn,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelPerKlant_LangeTermijn_CheckTLN,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelPerKlant_LangeTermijn_examen,VIEW
BI_PRD_DWH.dbo.View_OmzetPerArtikelPerKlant_LT_Ytd,VIEW
BI_PRD_DWH.dbo.View_OmzetPerJaarPerArtikel,VIEW
BI_PRD_DWH.dbo.View_Opleidingen_LeerBehoefte,VIEW
BI_PRD_DWH.dbo.View_OpleidingID,VIEW
BI_PRD_DWH.dbo.View_Order_vs_Verkoopkans_vs_Gebruik,VIEW
BI_PRD_DWH.dbo.View_PlatformKeuze,VIEW
BI_PRD_DWH.dbo.View_PlatformPO,VIEW
BI_PRD_DWH.dbo.View_PlatformPO_LangeTermijn,VIEW
BI_PRD_DWH.dbo.View_PlatformVO,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_DuitsBB,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn_20152019,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn_20152020,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn_20182020,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn_Aanbesteding,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn_oud,VIEW
BI_PRD_DWH.dbo.View_PO_Methode_Meerdere_Vakken,VIEW
BI_PRD_DWH.dbo.View_PO_Segment,VIEW
BI_PRD_DWH.dbo.View_PO_Vervangers,VIEW
BI_PRD_DWH.dbo.View_Prijs_gerealiseerd,VIEW
BI_PRD_DWH.dbo.View_PrijsPerArtikel,VIEW
BI_PRD_DWH.dbo.View_ProductDimensie,VIEW
BI_PRD_DWH.dbo.View_ProjectAnalyse_reporting,VIEW
BI_PRD_DWH.dbo.View_ProjectOmzetBegroting,VIEW
BI_PRD_DWH.dbo.View_ProjectOmzetPrognose,VIEW
BI_PRD_DWH.dbo.View_ProjectOmzetWerkelijk,VIEW
BI_PRD_DWH.dbo.View_QueryPlatform,VIEW
BI_PRD_DWH.dbo.View_QueryVK_2datums,VIEW
BI_PRD_DWH.dbo.View_QueryVK_3datums,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumEIND,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_Closed,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_Consolidated,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_GewonnenRetentie_PO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_HardUitgesteld_PO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_HardVerloren_PO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_org,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_test,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_Verloren,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_ZachtUitgesteld_PO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumNU_ZachtVerloren_PO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumVRG_Closed,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumVRG_Consolidated,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumVRG_org,VIEW
BI_PRD_DWH.dbo.View_QueryVK_DatumVRG_test,VIEW
BI_PRD_DWH.dbo.View_QueryVK_NU_VRG_PBI,VIEW
BI_PRD_DWH.dbo.View_QueryVK_NU_VRG_tbvTraining,VIEW
BI_PRD_DWH.dbo.View_QueryVK_NU_VRG_YAGO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_NU_VRGPO,VIEW
BI_PRD_DWH.dbo.View_QueryVK_Regel_BO,VIEW
BI_PRD_DWH.dbo.View_QueryVKPO_BEX,VIEW
BI_PRD_DWH.dbo.View_Rapportage_Doelen_kort,VIEW
BI_PRD_DWH.dbo.View_RelatieHierachie_FAKE,VIEW
BI_PRD_DWH.dbo.View_RelatieHierachie_Old,VIEW
BI_PRD_DWH.dbo.View_RelatieHierachy_LMC,VIEW
BI_PRD_DWH.dbo.View_ReportVK_v2,VIEW
BI_PRD_DWH.dbo.View_ReportVK_v3,VIEW
BI_PRD_DWH.dbo.View_ReportVK_VKtype,VIEW
BI_PRD_DWH.dbo.View_ReportVKS_Lost,VIEW
BI_PRD_DWH.dbo.View_Response_verwerking,VIEW
BI_PRD_DWH.dbo.View_RosBenchMark,VIEW
BI_PRD_DWH.dbo.View_SchooltasActiveringen,VIEW
BI_PRD_DWH.dbo.View_SchooltasOrders,VIEW
BI_PRD_DWH.dbo.View_SchoolVertaalTabel_FctBoekenlijst,VIEW
BI_PRD_DWH.dbo.View_SelectVKVO,VIEW
BI_PRD_DWH.dbo.View_Servicing_CCCD_major,VIEW
BI_PRD_DWH.dbo.View_Status_TOV_Target_2,VIEW
BI_PRD_DWH.dbo.View_Status_TOV_Target_Dynamisch_Saldo,VIEW
BI_PRD_DWH.dm.View_SvsExportThiemeMeulenhoff,VIEW
BI_PRD_DWH.dm.View_SvsExportThiemeMeulenhoffExamens,VIEW
BI_PRD_DWH.dbo.View_Targets_MBO,VIEW
BI_PRD_DWH.dbo.View_Targets_uitgefaseerd,VIEW
BI_PRD_DWH.dbo.View_Team_GA,VIEW
BI_PRD_DWH.dbo.View_Team_SVS,VIEW
BI_PRD_DWH.dbo.View_Telefoon,VIEW
BI_PRD_DWH.dbo.View_TestFactuurQuery,VIEW
BI_PRD_DWH.dbo.View_Titels,VIEW
BI_PRD_DWH.dbo.View_Top25Klanten,VIEW
BI_PRD_DWH.dbo.View_Tussenhandel_Accounts,VIEW
BI_PRD_DWH.dbo.View_TweetaligeCorrectieLLVolume,VIEW
BI_PRD_DWH.dbo.View_TypeVerkoopkans,VIEW
BI_PRD_DWH.dbo.View_UniekeGebruikersPerSchool,VIEW
BI_PRD_DWH.dbo.View_UniekeGebruikersPerSchool_Schoolrapport,VIEW
BI_PRD_DWH.dbo.View_update_datumveld,VIEW
BI_PRD_DWH.dbo.View_update_tijdsspanne,VIEW
BI_PRD_DWH.dbo.View_update_tijdsspanne_BO,VIEW
BI_PRD_DWH.dbo.View_update_tijdsspanne_YAGO,VIEW
BI_PRD_DWH.dbo.View_uploadPO,VIEW
BI_PRD_DWH.dbo.View_Verkoopkans_Current,VIEW
BI_PRD_DWH.dbo.View_Verkoopkans_Current_PO,VIEW
BI_PRD_DWH.dbo.View_Verkoopkans_GWTW_Activities,VIEW
BI_PRD_DWH.dbo.View_Verkoopkans_historie,VIEW
BI_PRD_DWH.dbo.View_VerkoopkansDubbel,VIEW
BI_PRD_DWH.dm.View_VerkoopkansWeekActiviteiten_bup,VIEW
BI_PRD_DWH.dm.View_VerkoopkansWeekActiviteiten_inclusief_dagenPPLN,VIEW
BI_PRD_DWH.dm.View_VerkoopkansWeekActiviteiten_tbv_bonus,VIEW
BI_PRD_DWH.dbo.View_VerlorenKansen,VIEW
BI_PRD_DWH.dbo.View_VerlorenKansenPO,VIEW
BI_PRD_DWH.dbo.View_VerlorenKansenVO,VIEW
BI_PRD_DWH.dbo.View_Verplichting,VIEW
BI_PRD_DWH.dbo.View_vk_act_lead,VIEW
BI_PRD_DWH.dbo.View_vk_act_lead_VO,VIEW
BI_PRD_DWH.dbo.View_VKHierarchy,VIEW
BI_PRD_DWH.dbo.View_WebPower_VK,VIEW
BI_PRD_DWH.dbo.View_Weken_LicentieRapportage,VIEW
BI_PRD_DWH.dbo.Vul_SMI_LicentiesActueel_Docenten,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Vul_SMI_LicentiesActueel_DWH,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Vul_SMI_LicentiesActueel_DWH_methode,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulConnectionOpportunity,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulDoelgroepData,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulDoelgroepDataVK,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulFctVerkoopkans_2015_2016_Reporting_som,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulFctVerkoopkans_2016_2017_Reporting_fase_VK,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulFctVerkoopkans_2016_2017_Reporting_fase_VK_NU_VS_VR_Type,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulFctVerkoopkans_2016_2017_Reporting_som,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulHub_CRMMethodeFeedSQL,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulHubDoelgroepData,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulHubDoelgroepData_alternatief,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulHubFeedConnections,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulHubFeedWebClicksToOpportunity,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VULTESTDATACRMHUB,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VULTESTDATAEstimate,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.VulTussenHandel_opleiding_MBO_hulpfile,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroep,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepAlle,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepData,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepData_new,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepData_oud,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepDataAlle,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepDataKlant,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepDataVK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepFunctie,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepOpties,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepSelecties,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepType1Docent,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepType2Functie,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepType3VK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepTypeAlle,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerDoelgroepVK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerLijst_Marktbewerking_PO_0033_Taal,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerLijst_methodegebruik,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerLijstVK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerVK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.CreerVKR,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.dbo_View_UniekeLicentiesPerSchool,VIEW
SMI_SandBox.dbo.Laad_CarmelLicenties,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_CarmelLicenties_alternatief,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_CarmelLicenties_NL,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_CarmelLicenties_NL_alternatief,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_CarmelLicenties_NL_alternatief2,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_ContactAdres,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_DimLoc,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_DimUser,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EmailLijst,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOB_matrix_response,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOB1Activering,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOB2GebruikMSP,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOB2LastVisitMSP,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOB3Vouchers,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_EOBEmails,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Factuurregels_AlleKlanten,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Factuurregels_SIVON,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_LA_vw_tps_lic_alle,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Licenties_NL,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Licenties_NL_DOC,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Locatiedocenten,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_Locatiefuncties,SQL_STORED_PROCEDURE
SMI_SandBox.smi.Laad_LocatieLicenties,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_LRNlineKlant,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_M1NL,SQL_STORED_PROCEDURE
SMI_SandBox.tps.laad_outputLA,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_PO_MO_LIC,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_ScholenPlus,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_TabelMailingResultaat,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_TabelMailings,SQL_STORED_PROCEDURE
SMI_SandBox.Thas.Laad_ThasEditionBrin,SQL_STORED_PROCEDURE
SMI_SandBox.Thas.Laad_ThasMeThaThieme,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_ThiemoMethods,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_tps_account_plus,SQL_STORED_PROCEDURE
SMI_SandBox.tps.Laad_tps_account_plus_all,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_UID_ASSU_CPI_Schoolname,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_UID_ASSU_HMT_DCLL,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_UID_ASSU_Schoolname,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_uid_reference,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_UserReference_LA,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00006,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00008,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00013,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00018,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00019,SQL_STORED_PROCEDURE
