Database,Schema,ObjectNaam,ObjectType
SMI_SandBox,dbo,LearnBeatBlauweLijst20191031,USER_TABLE
SMI_SandBox,dbo,BOmagazine$,USER_TABLE
SMI_SandBox,dbo,BOposter$,USER_TABLE
SMI_SandBox,duo,'03# Alle vestigingen basisonder$',USER_TABLE
SMI_SandBox,duo,'04# Alle vestigingen speciaal ($',USER_TABLE
SMI_SandBox,duo,'02# Alle vestigingen vo$',USER_TABLE
SMI_SandBox,duo,'01# Adressen instellingen$',USER_TABLE
SMI_SandBox,duo,'01# Instellingen hbo en wo$',USER_TABLE
SMI_SandBox,duo,RELATIES_20200406,USER_TABLE
SMI_SandBox,duo,ORGANISATIES_20200406,USER_TABLE
SMI_SandBox,dbo,MBONederland_2019,USER_TABLE
SMI_SandBox,dbo,LMFCarmel$,USER_TABLE
SMI_SandBox,wpr,click$,USER_TABLE
SMI_SandBox,dbo,CorVDE20200325$,USER_TABLE
SMI_SandBox,dbo,CorIDDINK20200326$,USER_TABLE
SMI_SandBox,dbo,CPIMapping_Content,USER_TABLE
SMI_SandBox,lic,FctLicenties,USER_TABLE
SMI_SandBox,smi,DataBaseOverzicht,USER_TABLE
SMI_SandBox,smi,DataBaseUitleg$,USER_TABLE
SMI_SandBox,dbo,FunctieCodesDigV,USER_TABLE
SMI_SandBox,smi,aan_mapping$,USER_TABLE
SMI_SandBox,smi,aan_data$,USER_TABLE
SMI_SandBox,dbo,SIvonDeel2$,USER_TABLE
SMI_SandBox,dbo,datalicentietvnu$,USER_TABLE
SMI_SandBox,wpr,5c334fb2c2c06_20190107,USER_TABLE
SMI_SandBox,dbo,DimUitgeverij,USER_TABLE
SMI_SandBox,wpr,SC_PDF_EN$,USER_TABLE
SMI_SandBox,wpr,SC_PDF_NE$,USER_TABLE
SMI_SandBox,wpr,SC_PDF_ENNE$,USER_TABLE
smi_sandbox,smi,EMailAccount,USER_TABLE
SMI_SandBox,wpr,EventPdf,USER_TABLE
SMI_SandBox,dbo,View_Account360_bkl_2020_EAN_20200605,USER_TABLE
SMI_SandBox,tps,ecklicenties,USER_TABLE
smi_Sandbox,smi,ExamenVakClustering$,USER_TABLE
SMI_SandBox,exa,vwo1112$,USER_TABLE
SMI_SandBox,exa,vwo1213$,USER_TABLE
SMI_SandBox,exa,vwo1314$,USER_TABLE
SMI_SandBox,exa,vwo1415$,USER_TABLE
SMI_SandBox,exa,vwo1516$,USER_TABLE
SMI_SandBox,exa,vwo1617$,USER_TABLE
SMI_SandBox,exa,havo1819$,USER_TABLE
SMI_SandBox,exa,vmbo1819$,USER_TABLE
SMI_SandBox,exa,vwo1819$,USER_TABLE
SMI_SandBox,exa,vmbo1415$,USER_TABLE
SMI_SandBox,exa,vmbo1516$,USER_TABLE
SMI_SandBox,exa,vmbo1617$,USER_TABLE
SMI_SandBox,exa,vmbo1718$,USER_TABLE
SMI_SandBox,exa,havo1617$,USER_TABLE
SMI_SandBox,exa,havo1718$,USER_TABLE
SMI_SandBox,exa,vmbo1112$,USER_TABLE
SMI_SandBox,exa,vmbo1213$,USER_TABLE
SMI_SandBox,exa,vmbo1314$,USER_TABLE
SMI_SandBox,exa,vwo1718$,USER_TABLE
SMI_SandBox,exa,havo1112$,USER_TABLE
SMI_SandBox,exa,havo1213$,USER_TABLE
SMI_SandBox,exa,havo1314$,USER_TABLE
SMI_SandBox,exa,havo1415$,USER_TABLE
SMI_SandBox,exa,havo1516$,USER_TABLE
SMI_SandBox,dbo,type bkf_tsh juni 2018,USER_TABLE
SMI_SandBox,lic,Specifications EBF,USER_TABLE
SMI_SandBox,lic,Specifications_IBF,USER_TABLE
SMI_Sandbox,dbo,artikelnummersPRF,USER_TABLE
LA,ref,uid_docent,USER_TABLE
SMI_SandBox,dbo,artikelnummersEOB,USER_TABLE
SMI_SandBox,dbo,nettelijstDoor3,USER_TABLE
SMI_SandBox,smi,EOBMailsCTA,USER_TABLE
smi_sandbox,smi,EOB_View_Contact_Adres,USER_TABLE
SMI_SandBox,dbo,nettelijstDoor2,USER_TABLE
smi_sandbox,dbo,EOB_MarktMatrix_EmailLijst,USER_TABLE
SMI_SandBox,dbo,AanhefTabel,USER_TABLE
SMI_sandbox,dbo,EOBVOU,USER_TABLE
SMI_sandbox,dbo,EOBMSP,USER_TABLE
SMI_SandBox,dbo,stap1LIK,USER_TABLE
SMI_SandBox,dbo,stap3ict,USER_TABLE
SMI_SandBox,dbo,ExamenISBN,USER_TABLE
smi_sandbox,dbo,ExamenPDC,USER_TABLE
SMI_SandBox,dbo,ExamenCijfersHAVO2016,USER_TABLE
SMI_SandBox,dbo,examenvak,USER_TABLE
SMI_SandBox,wpr,campaignWebpower,USER_TABLE
SMI_SandBox,dbo,Methode,USER_TABLE
SMI_SandBox,dbo,GA_Chapters,USER_TABLE
SMI_SandBox,dbo,GA_2017-2018_Chapters,USER_TABLE
SMI_SandBox,dbo,GA_YTD20172018,USER_TABLE
SMI_SandBox,smi,LeerbehoefteOnderwijsType,USER_TABLE
SMI_SandBox,gba,bmvak_slot_leerbehoefte,USER_TABLE
SMI_SandBox,smi,HoofdMethodeCode_LeerBehoefte,USER_TABLE
SMI_SandBox,dbo,emaildoc_gotit,USER_TABLE
SMI_SandBox,dbo,GotItVOKlant_vs_NewB,USER_TABLE
SMI_SandBox,dbo,Iddink_200408_LRN,USER_TABLE
SMI_SandBox,dbo,IddinkLRNLoc,USER_TABLE
SMI_SandBox,tus,BKL_Iddink_20160412,USER_TABLE
SMI_SandBox,tus,abo_ean20160413,USER_TABLE
SMI_SandBox,tus,LocKey_Iddink_20160412,USER_TABLE
SMI_SandBox,smi,JBP_Iddink20200430,USER_TABLE
SMI_SandBox,dbo,data schoolnumvde$,USER_TABLE
SMI_SandBox,smi,JBP_TLN20200430,USER_TABLE
SMI_sandbox,dbo,EOBICT,USER_TABLE
SMI_SandBox,dbo,LeadsRolf20200305$,USER_TABLE
SMI_SandBox,dbo,LeadsRolf20182019_vakcode,USER_TABLE
BI_PRD_DWH,dbo,View_PlatformVO_LangeTermijn,USER_TABLE
SMI_SandBox,dbo,LearnBeatBlauweLijst,USER_TABLE
SMI_SandBox,dbo,LearnBeat180907,USER_TABLE
SMI_SandBox,smi,LeerbehoefteVak,USER_TABLE
SMI_SandBox,smi,MarktDomein,USER_TABLE
SMI_SandBox,smi,LeerbehoefteLeerjaar,USER_TABLE
SMI_SandBox,dbo,Licenties_EAN_CPI_Stream$,USER_TABLE
SMI_SandBox,smi,LicentieInwisseling,USER_TABLE
SMI_Sandbox,dbo,URLImport2022$,USER_TABLE
SMI_SandBox,lic,LicentieVoucherOrder,USER_TABLE
SMI_SandBox,dbo,BKL2015,USER_TABLE
SMI_SandBox,lic,DimStatusCode,USER_TABLE
SMI_SandBox,dbo,Makers$,USER_TABLE
SMI_SandBox,dbo,MaxScholen,USER_TABLE
SMI_SandBox,tus,BO_LW_20170714,USER_TABLE
SMI_SandBox,tus,BO_STS_20170730,USER_TABLE
SMI_SandBox,tus,BO_STS_20170729_VKDetail,USER_TABLE
SMI_SandBox,dbo,MSP4932,USER_TABLE
BI_PRD_SA,sen,LicentiesActueel,USER_TABLE
SMI_SandBox,dbo,MSPGebruikHistorie,USER_TABLE
SMI_SandBox,dbo,NulmetingTLN$,USER_TABLE
SMI_SandBox,dbo,NulMetingTLN_NegVoor$,USER_TABLE
SMI_SandBox,dbo,OnderwijsLW,USER_TABLE
SMI_SandBox,wpr,open$,USER_TABLE
SMI_SandBox,dbo,deel2basis2018Gewonnen,USER_TABLE
SMI_SandBox,dbo,deel3BasisUitgesteld,USER_TABLE
LA,ref,BrinRelatieLijst,USER_TABLE
SMI_SandBox,smi,PriusProduct70,USER_TABLE
SMI_SandBox,dbo,PO_MarktbewerkingTaal,USER_TABLE
SMI_SandBox,smi,PO_MO_Lic_T1,USER_TABLE
SMI_SandBox,dbo,ImportMixedProfielen,USER_TABLE
SMI_SandBox,dbo,CodeMixedProfiel,USER_TABLE
SMI_SandBox,dbo,PushBexBFlijst$,USER_TABLE
SMI_SandBox,dbo,PushBexemaillijst$,USER_TABLE
SMI_SandBox,bgr,KansVoorTM,USER_TABLE
SMI_SandBox,wpr,sent$,USER_TABLE
SMI_SandBox,lic,Specifications,USER_TABLE
SMI_SandBox,dbo,View_Account360_bkl_2020_20200605,USER_TABLE
SMI_SandBox,dbo,maand2week$,USER_TABLE
SMI_SandBox,smi,TGbyWK$,USER_TABLE
SMI_SandBox,smi,Rayon_AM,USER_TABLE
SMI_SandBox,smi,Targets,USER_TABLE
SMI_SandBox,dbo,Targets_SMI_20192020,USER_TABLE
SMI_SandBox,smi,Target_patronen_20192020,USER_TABLE
SMI_SandBox,smi,Target_patronen_20172018,USER_TABLE
SMI_SandBox,dbo,Targets_SMI_20172018,USER_TABLE
SMI_SandBox,dbo,DocentenThiemo,USER_TABLE
SMI_SandBox,smi,PO_MO_Lic_T0,USER_TABLE
SMI_SandBox,smi,VDE_ILF_Volume20170321,USER_TABLE
SMI_SandBox,dbo,'bestandvooredupoort_1-7-2018$',USER_TABLE
SMI_SandBox,smi,View_PlatformVO_LangeTermijn_FROB,USER_TABLE
SMI_SandBox,smi,View_PlatformVO_LangeTermijn_MUTF,USER_TABLE
SMI_SandBox,dbo,data ELF 2018-2019$,USER_TABLE
SMI_SandBox,dbo,DataJBP0426$,USER_TABLE
SMI_SandBox,dbo,DataJBP0606$,USER_TABLE
SMI_SandBox,dbo,DataJBP0304$,USER_TABLE
SMI_SandBox,dbo,DataJBP0404$,USER_TABLE
SMI_SandBox,dbo,vgl1,USER_TABLE
SMI_SandBox,dbo,vgl2,USER_TABLE
SMI_SandBox,dbo,upload_VO_EN_OB_extra,USER_TABLE
SMI_SandBox,dbo,kerstactie,USER_TABLE
SMI_SandBox,dbo,VKTrain,USER_TABLE
SMI_SandBox,lic,distributeur,USER_TABLE
SMI_SandBox,dbo,WebinarHeutink$,USER_TABLE
SMI_SandBox,dbo,WebinarRolf,USER_TABLE
SMI_SandBox,wpr,BO_WPcontactID$,USER_TABLE
SMI_SandBox,smi,View_PlatformVO_LangeTermijn_alle_check,USER_TABLE
SMI_SandBox,wpr,click2,USER_TABLE
SMI_SandBox,wpr,open2,USER_TABLE
SMI_SandBox,wpr,sent2,USER_TABLE
SMI_SandBox,smi,DimUitgever,USER_TABLE
BI_PRD_SA,hlp,BusinessFunction,USER_TABLE
BI_PRD_SA,crm,CentricEducationCharacteristics,USER_TABLE
BI_PRD_SA,pri,AANBES10_AANBESTEDINGEN,USER_TABLE
BI_PRD_SA,pri,AANBES20_PERCELEN,USER_TABLE
BI_PRD_SA,pri,AANBES30_SCHOOLBESTUUR,USER_TABLE
BI_PRD_SA,pri,AANBES40_NOTITIES,USER_TABLE
BI_PRD_SA,pri,AANBES50_ARTIKELEN_PER_PERCEEL,USER_TABLE
BI_PRD_SA,pri,AANBES60_SCHOOL,USER_TABLE
BI_PRD_SA,pri,AANBES70_SCHOOLLOCATIE,USER_TABLE
BI_PRD_SA,pri,AANBES80_JAARCONTRACT,USER_TABLE
BI_PRD_SA,pri,AANBES90_JAARCONTRACT_ARTIKEL,USER_TABLE
BI_PRD_SA,crm,CentricBusinessFunction,USER_TABLE
BI_PRD_SA,crm,CentricEducationType,USER_TABLE
BI_PRD_SA,crm,CentricSchoolSubject,USER_TABLE
BI_PRD_SA,pri,CODETABELLEN,USER_TABLE
BI_PRD_SA,pri,PRINF10_PRODUCTEN,USER_TABLE
BI_PRD_SA,pri,PRODUCT30_EKENMERKEN,USER_TABLE
BI_PRD_SA,pri,product50,USER_TABLE
BI_PRD_SA,pri,Product60,USER_TABLE
BI_PRD_SA,pri,WEB10,USER_TABLE
LA,ds,wpr_click,USER_TABLE
LA,ds,WPR_Clickwaarde,USER_TABLE
LA,ds,wpr_sent,USER_TABLE
LA,ds,wpr_CampaignID_GroupID_MailingID,USER_TABLE
LA,ds,tps_order,USER_TABLE
LA,ds,tps_ecklicense,USER_TABLE
LA,ds,tps_ecklicense_expired,USER_TABLE
LA,ds,tps_tlinklicense,USER_TABLE
LA,ds,tps_tlinklicense_expired,USER_TABLE
LA,ds,tps_product,USER_TABLE
LA,ds,D01_Specificaties,USER_TABLE
LA,ds,D02_Activaties,USER_TABLE
LA,ds,D03_Saldo,USER_TABLE
LA,ds,D00_Orders,USER_TABLE
LA,sa,content-labels,USER_TABLE
LA,rls,ContractCompositie,USER_TABLE
LA,ds,UserUsesEditionWeekContent_2020WK44,USER_TABLE
LA,ds,UserUsesEditionWeekMethode_2020WK44,USER_TABLE
LA,ds,UserUsesEditionWeekContent,USER_TABLE
LA,ds,tps_account,USER_TABLE
LA,ds,tps_organisation,USER_TABLE
LA,ds,tps_account_extern_hist,USER_TABLE
LA,ds,tps_accountidentity_hist,USER_TABLE
LA,ds,tps_organisation_hist,USER_TABLE
LA,ds,tps_tlinklicense_hist,USER_TABLE
LA,ds,GroeiStats_UUE_Content_Account_CRMAccount_last,USER_TABLE
LA,ds,GroeiStats_UUE_Methode_Account_CRMAccount_last,USER_TABLE
LA,ref,user,USER_TABLE
LA,ds,tijdgroep,USER_TABLE
LA,ref,content_reference,USER_TABLE
LA,rls,ContractAccess,USER_TABLE
LA,rls,ContractRLS,USER_TABLE
LA,ds,Funnelstatustabel,USER_TABLE
LA,ds,FunnelStatusTabelTerug,USER_TABLE
LA,ds,FunnelCampaigns,USER_TABLE
LA,ds,Sessie,USER_TABLE
LA,ga,GAEdition_URL_decompositie,USER_TABLE
LA,tmp,GebruikSelectie,USER_TABLE
LA,tmp,LicentieSelectie,USER_TABLE
LA,dbo,testbestandmigratie,USER_TABLE
LA,ds,Docenten,USER_TABLE
LA,dwh,Stats,USER_TABLE
LA,ds,SubSessie,USER_TABLE
LA,ds,URL_ProductDienst,USER_TABLE
LA,ds,tps_koppelingen,USER_TABLE
LA,tmp,VoucherSelectie,USER_TABLE
LA,tmp,Voucher_Licentie_Gebruik,USER_TABLE
LA,ds,tps_no_claim,USER_TABLE
LA,ds,tps_distributorbalance,USER_TABLE
LA,ds,UserUsesEdition,USER_TABLE
LA,ds,tps_product_hist,USER_TABLE
LA,ds,tps_order_hist,USER_TABLE
LA,ds,tps_ecklicense_hist,USER_TABLE
LA,ds,tps_policense_hist,USER_TABLE
LA,ds,Thiemo_Event,USER_TABLE
LA,ref,uid_reference,USER_TABLE
LA,sa,URL_ProductDienst,USER_TABLE
LA,sa,Docenten,USER_TABLE
LA,ds,tps_statistics,USER_TABLE
LA,rls,Contract,USER_TABLE
LA,sa,tps_tlinklicense,USER_TABLE
LA,ds,PeilWeekid,USER_TABLE
LA,ref,MethodeReference,USER_TABLE
LA,ds,UserUsesMSP,USER_TABLE
LA,sa,tps_account,USER_TABLE
LA,ga,GAEdition,USER_TABLE
LA,ds,GroeiStats_UUE_methode_Account,USER_TABLE
LA,ds,GroeiStats_UUE_Content,USER_TABLE
LA,ds,GroeiStats_UUE_Methode,USER_TABLE
LA,ds,GroeiStats_UUE_Content_Account,USER_TABLE
LA,ds,wpr_open,USER_TABLE
LA,sa,DigitaleOmgeving,USER_TABLE
LA,sa,tps_ecklicense,USER_TABLE
LA,dwh,UID_ASSU_RelatieNummer,USER_TABLE
LA,sa,user_uses_method,USER_TABLE
LA,ref,package_stream_GeneriekeMethode,USER_TABLE
LA,ds,wpr_softbounce,USER_TABLE
LA,ds,wpr_spam_complaint,USER_TABLE
LA,ds,wpr_hardbounce,USER_TABLE
thas_Groupservices,dbo,users,USER_TABLE
thas_Thip,dbo,course,USER_TABLE
thas_Thip,dbo,digital_resource,USER_TABLE
thas_Thip,dbo,edition,USER_TABLE
thas_Thip,dbo,method,USER_TABLE
thas_Gebruik,ds,Digital_resource,USER_TABLE
thas_Gebruik,ds,MAU_per_assignment_attempt_counts,USER_TABLE
thas_Gebruik,ds,StatisticsPerQuestionID,USER_TABLE
thas_Gebruik,ds,StatisticsPerQuestionType,USER_TABLE
thas_Gebruik,ds,StatisticsPerQuestionTypePerMethod,USER_TABLE
thas_Gebruik,dbo,CourseClusterLabels,USER_TABLE
thas_Gebruik,ds,MethodeCourse,USER_TABLE
thas_Gebruik,ds,RollupMethod,USER_TABLE
thas_Gebruik,ds,RapportScope,USER_TABLE
thas_Gebruik,ds,GebruikDirectLeveren,USER_TABLE
thas_Gebruik,ds,GroepenDirectLeveren,USER_TABLE
thas_Gebruik,ds,UserGroupDirectLeveren,USER_TABLE
thas_Gebruik,ds,UsersDirectLeveren,USER_TABLE
thas_Gebruik,ds,UsersMethod,USER_TABLE
thas_Gebruik,dbo,ThasMethodStructuur,USER_TABLE
